company_name,security_name,company_url,trading_code,scrip_code,isin,last_trading_price,last_trading_yield,closing_price,last_update,days_range,change_prev,change_next,days_value,fiftytwo_weeks_moving_range,opening_price,days_volume,adjusted_opening_price,days_trade,yesterday_closing_price,market_capitalization,remaining_maturity,issuer,tenure,issue_date,cupon_rate,debut_trading_date_basic,cupon_frequency,maturity_date,security_catagory,electronic_share_basic,year_basis,authorized_capital,debut_trading_date,paid_up_capital,type_of_instrument,face_par_value,market_lot,total_outstanding_security,sector,address_head_office,address_factory,address_issuer,concern_department,contact_phone,fax,email,web,company_secretary_name,secretary_cell_no,secretary_telephone_no,secratary_email,listing_year,market_catagory,electronic_share,share_holding_percent_1,sponsor_or_director_1,govt_1,institute_1,foreign_1,public_1,share_holding_percent_2,sponsor_or_director_2,govt_2,institute_2,foreign_2,public_2,share_holding_percent_3,sponsor_or_director_3,govt_3,institute_3,foreign_3,public_3,remarks
Aman Feed Limited,N/A,https://www.dsebd.org/displayCompany.php?name=AMANFEED,AMANFEED,99641,N/A,33.50,N/A,33.50,3:10 PM,33.50 - 33.50,0,0.00%,0.04,32.60 - 63.70,33.50,"1,197.00",33.50,8,33.50,"4,387.508",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,500.00","01 Sep, 2015","1,309.70",Equity,10.0,1,"130,970,400",Miscellaneous,"2, Isha kha Avenue, Sector# 6, Uttara, Dhaka- 1230",N/A,N/A,N/A,"880-752-956191, 880-2-48961691-3, 09612613000",880-2-58950510,masudul@amangroupbd.com,http://www.amanfeed.com,Md. Masudul Karim,01755-675040,N/A,masudul@amangroupbd.com,2015,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",63.26,0.00,13.16,0.01,23.57,"Share Holding Percentage
                    [as on Sep 30, 2022]",63.26,0.00,10.33,0.05,26.36,"Share Holding Percentage
                    [as on Oct 31, 2022]",63.26,0.00,10.25,0.05,26.44,"TK 127,224,889 Revaluation Reserve has been added to Reserve & Surplus."
Ambee Pharmaceuticals  Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=AMBEEPHA,AMBEEPHA,18451,N/A,500.40,N/A,506.80,3:10 PM,496.00 - 509.80,0.5,0.10%,2.91,377.00 - 637.00,500.00,"5,786.00",499.90,223,499.90,"1,199.760",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.00,N/A,24.00,Equity,10.0,1,"2,400,000",Pharmaceuticals & Chemicals,"184/1, Tejgaon Industrial Area, Dhaka-1208","184/1, Tejgaon Industrial Area, Dhaka-1208",N/A,N/A,"(880-2) 8870777, 8870788, 8878534",8870777,info@ambeepharma.com,http://www.ambeepharma.com,Mr. Md. Hasanul Kabir,+88 01888 814 811,N/A,cs@ambeepharma.com,1986,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",75.25,0.00,5.00,0.00,19.75,"Share Holding Percentage
                    [as on Sep 30, 2022]",77.25,0.00,4.53,0.00,18.22,"Share Holding Percentage
                    [as on Oct 31, 2022]",77.25,0.00,3.16,0.00,19.59,N/A
Agricultural Marketing Company Ltd. (Pran),N/A,https://www.dsebd.org/displayCompany.php?name=AMCL(PRAN),AMCL(PRAN),14277,N/A,266.80,N/A,266.80,3:10 PM,266.80 - 266.80,0,0.00%,0.09,206.70 - 399.00,266.80,347.00,266.80,6,266.80,"2,134.400",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,80.00,Equity,10.0,1,"8,000,000",Food & Allied,"PRAN Cenre, Ga-105/1, Middle Badda, Dhaka-1212","Ghorashal, Palash, Narsingdi",N/A,N/A,9881792 Ext-230,88-02-8837464,amcl@prangroup.com,http://www.pranfoods.net,Advocate Kazi Abdur Rahman,+88 01769 696 204,"9881792, Ext-431",legal14@prangroup.com,1996,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",40.15,0.00,16.13,0.00,43.72,"Share Holding Percentage
                    [as on Sep 30, 2022]",40.15,0.00,16.31,0.00,43.54,"Share Holding Percentage
                    [as on Oct 31, 2022]",40.15,0.00,16.31,0.00,43.54,"Tk. 14,769,894 revaluation reserve has been added reserve & surplus."
Anlimayarn Dyeing Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=ANLIMAYARN,ANLIMAYARN,17441,N/A,37.10,N/A,37.10,3:10 PM,37.10 - 37.10,0,0.00%,N/A,33.60 - 45.60,37.10,2.00,37.10,2,37.10,662.895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200.00,N/A,178.68,Equity,10.0,1,"17,867,800",Textile,"Suite # 4/3, City Heart, 67, Naya Paltan, Dhaka-1000.",N/A,N/A,N/A,"49349881-4, 9341373, 48317216",48317184,info@anlima.com,http://www.anlima.com,Mohammad Jahangir Alam,01848300800,"49349881-4, 9341373, 48317216",info@anlima.com,1997,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",47.22,0.00,11.62,0.00,41.16,"Share Holding Percentage
                    [as on Sep 30, 2022]",44.43,0.00,3.22,0.00,52.35,"Share Holding Percentage
                    [as on Oct 31, 2022]",44.43,0.00,2.51,0.00,53.06,N/A
Anwar Galvanizing Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=ANWARGALV,ANWARGALV,13221,N/A,213.50,N/A,213.50,3:10 PM,213.30 - 216.30,0.1,0.05%,15.30,213.30 - 618.00,216.30,"71,533.00",213.40,807,213.40,"3,578.846",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,167.71,Equity,10.0,1,"16,770,600",Engineering,"Baitul Hossain Building ( 14 Floor ), 27 Dilkusha , Motijheel, Dhaka -1000","Morkun, Tongi, Gazipur, Bangladesh",N/A,N/A,"88 02 9552134, 88 02 9564033",88 02 7124264,tauhidul.islam@anwargroup.net,http://www.anwargalvanizing.com,Mr. Tauhidul Islam FCS,+88 01711 704 554,88 02 9551335,tauhidul.islam@anwargroup.net,1996,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",35.32,0.00,24.16,0.00,40.52,"Share Holding Percentage
                    [as on Sep 30, 2022]",35.32,0.00,23.32,0.00,41.36,"Share Holding Percentage
                    [as on Oct 31, 2022]",35.32,0.00,27.13,0.00,37.55,N/A
Associated Oxygen Limited,N/A,https://www.dsebd.org/displayCompany.php?name=AOL,AOL,15321,N/A,36.50,N/A,36.50,3:10 PM,36.50 - 36.50,0,0.00%,0.01,33.90 - 47.50,36.50,305.00,36.50,5,36.50,"4,007.043",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,100.00","25 Oct, 2020","1,097.82",Equity,10.0,1,"109,782,000",Fuel & Power,"BCIC Sadan(1st Floor), 26 Agrabad C/A,Chitagong",N/A,N/A,N/A,"88-031-711009,  88-031-711038",88-031-2517950,info@associatedoxygenltd.com,http://www.associatedoxygenltd.com,N/A,N/A,N/A,N/A,2020,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.65,0.00,22.35,0.06,46.94,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.65,0.00,25.69,0.09,43.57,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.65,0.00,23.96,0.14,45.25,N/A
Apex Foods Limited,N/A,https://www.dsebd.org/displayCompany.php?name=APEXFOODS,APEXFOODS,14254,N/A,285.30,N/A,285.30,3:10 PM,266.30 - 290.50,13.9,5.12%,45.37,126.50 - 315.00,274.30,"163,554.00",271.40,"1,644",271.40,"1,547.631",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.00,N/A,57.02,Equity,10.0,1,"5,702,400",Food & Allied,"Rupayan Golden Age, 5th & 6th Floor, 99 Gulshan Avenue, Dhaka-1212",N/A,N/A,N/A,"880-2-9883358, 880-2-9883358 Ext. 152, 880-31-2771830",880-2-58810990 or 8810850,share@apexfoods.com,http://www.apexfoods.com,Kamrul Islam,01721007914,880-2-9883358 Ext. 153,share@apexfoods.com,1981,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",38.96,0.00,4.46,0.00,56.58,"Share Holding Percentage
                    [as on Sep 30, 2022]",36.06,0.00,5.47,0.00,58.47,"Share Holding Percentage
                    [as on Oct 31, 2022]",36.06,0.00,5.60,0.00,58.34,N/A
Apex Footwear Limited.,N/A,https://www.dsebd.org/displayCompany.php?name=APEXFOOT,APEXFOOT,23619,N/A,257.50,N/A,257.50,3:10 PM,257.50 - 257.50,0,0.00%,0.08,232.80 - 395.00,257.50,291.00,257.50,13,257.50,"3,041.719",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,118.12,Equity,10.0,1,"11,812,500",Tannery Industries,"House No. 06, Road No. 137, Block - SE(D), Gulshan-1, Dhaka-1212","Unit-1, Ward No. 07, Holding No. G-66, Chandra Kaliakoir Municipality, Kaliakoir, Gazipur. Unit-2, Ward No. 08, Holding No. D-53/5, East Chandra Kaliakoir Municipality, Kaliakoir,",N/A,N/A,"02 55044841, 02 55044841 (Ext-347)",02 55044843,omar.faruque@apexfootwearltd.com,http://www.apexfootwearltd.com,Md. Omar Faruque,+88 01717 306 107,02 55044841 (Ext-288),omar.faruque@apexfootwearltd.com,1993,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",31.92,0.00,38.75,0.00,29.33,"Share Holding Percentage
                    [as on Sep 30, 2022]",31.75,0.00,24.02,0.00,44.23,"Share Holding Percentage
                    [as on Oct 31, 2022]",31.75,0.00,21.69,0.00,46.56,"TK 1,058,680,999 Revaluation Reserve has been added to Reserve & Surplus."
Apex Spinning & Knitting Mills Limited,N/A,https://www.dsebd.org/displayCompany.php?name=APEXSPINN,APEXSPINN,17421,N/A,N/A,N/A,130.90,3:10 PM,N/A,N/A,-100.00%,N/A,117.10 - 195.90,N/A,N/A,130.90,N/A,130.90,"1,099.560",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300.00,N/A,84.00,Equity,10.0,1,"8,400,000",Textile,"SHANTA SKYMARK (LEVELS 8-13), 18 GULSHAN AVENUE, GULSHAN, DHAKA-1212, BANGLADESH","MOUZA & P.O: CHANDORA, P.S: KALIAKOIR, DIST.: GAZIPUR, BANGLADESH.",N/A,N/A,880-2-9883358 Ext. 152,880-2-58810850 or 9861685,share@apexknitting.com,http://www.apexknitting.com,Md. Delour Hossen,+88 01819 542 647,880-2-9883358 Ext. 153,share@apexknitting.com,1994,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",54.81,0.00,24.92,0.38,19.89,"Share Holding Percentage
                    [as on Sep 30, 2022]",52.98,0.00,14.21,0.25,32.56,"Share Holding Percentage
                    [as on Oct 31, 2022]",52.98,0.00,12.43,0.25,34.34,N/A
Apex Tannery Limited,N/A,https://www.dsebd.org/displayCompany.php?name=APEXTANRY,APEXTANRY,23601,N/A,128.70,N/A,128.70,3:10 PM,128.70 - 128.70,0,0.00%,0.12,116.00 - 184.00,128.70,925.00,128.70,2,128.70,"1,961.388",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,152.40,Equity,10.0,1,"15,240,000",Tannery Industries,"Plot # XA1, XA2, XA3 and XS8 BSCIC Chamra Shilpa Nagari Harindhara, Hemayetpur, Savar, Dhaka-1340","Plot # XA1, XA2, XA3 and XS8 BSCIC Chamra Shilpa Nagari Harindhara, Hemayetpur, Savar, Dhaka-1340",N/A,N/A,"01711686592, 01718483597, 01711686592",N/A,"info@apextannery.com, apex@accesstel.net",http://www.apextannery.com,"Sushanta Kumar Paul, FCS",+88 01714 299 096,N/A,sushanta@apextannery.com,1985,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]",30.40,0.00,30.00,0.00,39.60,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.40,0.00,33.91,0.00,35.69,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.40,0.00,33.84,0.00,35.76,N/A
Appollo Ispat Complex Limited,N/A,https://www.dsebd.org/displayCompany.php?name=APOLOISPAT,APOLOISPAT,13233,N/A,8.20,N/A,8.20,3:10 PM,8.20 - 8.20,0,0.00%,0.01,7.60 - 11.00,8.20,"1,455.00",8.20,5,8.20,"3,290.731",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,000.00","24 Dec, 2013","4,013.09",Equity,10.0,1,"401,308,600",Engineering,"407, Tejgaon Industrial Area, Dhaka - 1208",N/A,N/A,N/A,"+88(02)9114946 , 9115098, 9110974, 9137533 - 4, 8117559",+88(02) 9126291,rani@appollo-ispat.com,,N/A,N/A,N/A,N/A,2013,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2018 (year ended)]",21.19,0.00,23.60,0.69,54.52,"Share Holding Percentage
                    [as on Jul 31, 2021]",20.24,0.00,21.93,0.50,57.33,"Share Holding Percentage
                    [as on Sep 30, 2021]",20.24,0.00,20.53,0.42,58.81,"1. Reserve and Surplus 1,141,578,189 includes Revaluation Reserve"
APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,N/A,https://www.dsebd.org/displayCompany.php?name=APSCLBOND,APSCLBOND,26004,N/A,N/A,N/A,"5,500.00",3:10 PM,N/A,N/A,-100.00%,N/A,"5,225.00 - 5,600.00",N/A,N/A,"5,500.00",N/A,"5,500.00","1,100.000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"30,000.00","16 Jan, 2020","1,000.00",Corporate Bond,5000.0,1,"200,000",Corporate Bond,"Navana Rahim Ardent ( 8th Floor ) , 185, Shahid Syed Nazrul Islam Sharani, Bijoynagar, Dhaka-1000",N/A,N/A,N/A,+880-02-48310915,+880-02-48310918,"apscl@apscl.com, apsclbd@yahoo.com",http://www.apscl.gov.bd,N/A,N/A,N/A,N/A,2020,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2019 (year ended)]",0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aramit Limited,N/A,https://www.dsebd.org/displayCompany.php?name=ARAMIT,ARAMIT,99602,N/A,273.90,N/A,274.00,3:10 PM,273.90 - 282.30,0,0.00%,2.40,258.30 - 419.00,273.90,"8,731.00",273.90,148,273.90,"1,643.400",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.00,N/A,60.00,Equity,10.0,1,"6,000,000",Miscellaneous,"53, Kalurghat Heavy I / E, P.O Mohara, Chattogram - 4208.",N/A,N/A,N/A,"(+88 031) 2570986, 670473, 671950, 670368, '(+88 02) 58815556, 9887176, 9881095",(+88 031) 671583,altd@aramitgroup.net,http://www.aramitlimited.com,"Mr. Syed Kamruzzaman, FCMA",01819-240005,N/A,cfo.atal@aramitgroup.com,1984,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",63.58,0.00,19.28,0.00,17.14,"Share Holding Percentage
                    [as on Sep 30, 2022]",63.58,0.00,12.98,0.00,23.44,"Share Holding Percentage
                    [as on Oct 31, 2022]",63.58,0.00,13.16,0.00,23.26,N/A
Aramit Cement Limited,N/A,https://www.dsebd.org/displayCompany.php?name=ARAMITCEM,ARAMITCEM,21633,N/A,31.40,N/A,31.40,3:10 PM,31.40 - 31.40,0,0.00%,0.01,24.50 - 47.90,31.40,146.00,31.40,3,31.40,"1,063.832",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,338.80,Equity,10.0,1,"33,880,000",Cement,"53, Kalurghat Heavy Industrial Estate, Mohara, Chattogram-4208","53, Kalurghat Heavy Industrial Estate, Mohara, Chattogram-4208",N/A,N/A,"(88 031) 671950, 670473, 670368, 672516, (88-02) 9887176, 9881095",88-031-671583,shares@aramitgroup.com,http://www.aramitcement.com,"Syed Kamruzzaman, FCMA",+88 01819 240 005,"(88 031) 671950, 670473, 670368, 672516,   Ext-119",cfo.atal@aramitgroup.com,1998,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",47.14,0.00,14.77,0.00,38.09,"Share Holding Percentage
                    [as on Sep 30, 2022]",45.92,0.00,9.54,0.00,44.54,"Share Holding Percentage
                    [as on Oct 31, 2022]",45.92,0.00,9.55,0.00,44.53,"TK 1,072,942,304 Revaluation Reserve has been added Reserve & Surplus."
Argon Denims Limited,N/A,https://www.dsebd.org/displayCompany.php?name=ARGONDENIM,ARGONDENIM,17456,N/A,18.20,N/A,18.20,3:10 PM,18.20 - 18.20,0,0.00%,0.04,16.80 - 21.90,18.20,"2,370.00",18.20,2,18.20,"2,527.773",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,500.00","19 Feb, 2013","1,389.00",Equity,10.0,1,"138,888,606",Textile,"Lotus Kamal Tower One (Level 6), 57 Joar Sahara C/A, Nikunja-2, New Airport Road, Dhaka- 1229","Vill: Beraiderchala PO: Gilaberaid, PS: Sreepur, Dist: Gazipur",N/A,N/A,"880-2-8900870-4, 8900781-3, 880-2-9020491-2",+880-2-8900784,info@argondenims.com,http://www.argondenims.com,Md. Moniruzzaman Bhuiyan,+88 01714 094 393,"880-2-8900870-4, 8900781-3 Ext. 137",monir@argondenims.com,2013,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",36.08,0.00,38.90,0.00,25.02,"Share Holding Percentage
                    [as on Sep 30, 2022]",36.08,0.00,33.45,0.00,30.47,"Share Holding Percentage
                    [as on Oct 31, 2022]",36.08,0.00,33.46,0.00,30.46,"1. TK 114,433,727 Revaluation Reserve has been added to Reserve & Surplus."
Asia Insurance Limited,N/A,https://www.dsebd.org/displayCompany.php?name=ASIAINS,ASIAINS,25740,N/A,50.20,N/A,50.20,3:10 PM,49.00 - 50.40,1.1,2.24%,10.27,47.30 - 129.40,49.10,"206,084.00",49.10,532,49.10,"2,311.130",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00",N/A,470.69,Equity,10.0,1,"47,069,858",Insurance,"Corporate Head Quarter, Rupayan Trade Centre (14th Floor) 114-115 Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1000",N/A,N/A,N/A,"02-5513581-84, Fax: 02-55138587",02-55138587,asiainsu@gmail.com,http://www.asiainsurancebd.com,Md. Atique Ullah Majumder,+88 01711 890 048,"02-5513581-84, Ext: 104",bapeeatique@gamil.com,2009,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",47.63,0.00,26.67,0.00,25.70,"Share Holding Percentage
                    [as on Sep 30, 2022]",44.66,0.00,5.31,0.00,50.03,"Share Holding Percentage
                    [as on Oct 31, 2022]",40.66,0.00,6.81,0.00,52.53,N/A
Asia Pacific General Insurance Co. Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=ASIAPACINS,ASIAPACINS,25729,N/A,44.30,N/A,44.20,3:10 PM,43.60 - 44.30,0.7,1.61%,3.45,42.50 - 75.00,44.20,"78,625.00",43.60,113,43.60,"1,846.460",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00",N/A,423.50,Equity,10.0,1,"42,350,000",Insurance,"Ta- 99, 6th, Floor, Badda Link Road, Gulshan, Dhaka-1212",N/A,N/A,N/A,09666771771 (Ext: 112),02-8834170,apgic@bdcom.com,http://www.apgicl.com,Mr. Kazi Refayet Rahman,+88 O1716 269 028,09666771771 (Ext: 106),share@apgicl.com,2006,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",37.66,0.00,25.38,0.00,36.96,"Share Holding Percentage
                    [as on Sep 30, 2022]",39.66,0.00,28.75,0.00,31.59,"Share Holding Percentage
                    [as on Oct 31, 2022]",39.66,0.00,30.75,0.00,29.59,N/A
Asian Tiger Sandhani Life Growth Fund,N/A,https://www.dsebd.org/displayCompany.php?name=ATCSLGF,ATCSLGF,12195,N/A,9.70,N/A,9.70,3:10 PM,9.70 - 9.70,0,0.00%,N/A,9.10 - 10.90,9.70,30.00,9.70,1,9.70,599.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"31 Mar, 2015",617.86,Corporate Bond,10.0,1,"61,786,050",Mutual Funds,"Progress Tower, House # 01, Road # 23 (2nd floor), Unit # 2A & 2B, Gulshan-1, Dhaka-1212.",N/A,N/A,N/A,"+(8802) 9852111, 9852112, 9852113",+(8802) 9852110,info@at-capital.com,http://www.at-capital.com,N/A,N/A,N/A,N/A,2015,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2022 (year ended)]",3.24,0.00,32.55,0.17,64.04,"Share Holding Percentage
                    [as on Sep 30, 2022]",3.24,0.00,32.55,0.17,64.04,"Share Holding Percentage
                    [as on Oct 31, 2022]",3.24,0.00,32.55,0.17,64.04,1.Data have been provided as per company prospectus. 2. One (01) year lock-in shares are treated as institutions category.
Atlas Bangladesh Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=ATLASBANG,ATLASBANG,13212,N/A,N/A,N/A,104.20,3:10 PM,N/A,N/A,-100.00%,N/A,91.30 - 135.00,N/A,N/A,104.20,N/A,104.20,"3,451.845",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00",N/A,331.27,Equity,10.0,1,"33,127,108",Engineering,"Bsec, Kawran, Bazarrnrn andrnrn Tongi, Gazipur",N/A,N/A,N/A,"02-8120414, 02-8189642, 9814190, Ext-25, 01716861439",29812660,bdabl@yahoo.com,http://www.atlas.gov.bd,Sanjay Kumar Datta,01718568869,"9814190, Ex-18",san.ntl_2007@yahoo.com,1988,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",0.00,51.00,16.60,0.00,32.40,"Share Holding Percentage
                    [as on Sep 30, 2022]",0.00,51.00,16.62,0.00,32.38,"Share Holding Percentage
                    [as on Oct 31, 2022]",0.00,51.00,16.61,0.00,32.39,"TK 3,633,643,613 Revaluation Reserve has been added to Reserve & Surplus."
Aziz Pipes Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=AZIZPIPES,AZIZPIPES,13202,N/A,95.70,N/A,95.70,3:10 PM,95.70 - 95.70,0,0.00%,0.02,88.30 - 150.00,95.70,240.00,95.70,4,95.70,511.720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,53.47,Equity,10.0,1,"5,347,125",Engineering,"93, Motijheel C/A, (3rd Floor), Dhaka-1000","Shibrampur, Sadar Faridpur, Faridpur",N/A,N/A,+88 02 223382691-6,88 - 02 - 223389675,info@azizpipes.com,http://www.azizpipes.com,AHM Zakaria,+88 01678 029 189,88-02-9562691 Ext.-104,zakaria@azizpipes.com,1986,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",23.93,0.00,4.89,0.00,71.18,"Share Holding Percentage
                    [as on Sep 30, 2022]",23.93,0.00,19.60,0.00,56.47,"Share Holding Percentage
                    [as on Oct 31, 2022]",23.93,0.00,8.57,0.00,67.50,"TK 23,871,918 Revaluation Reserve has been added to Reserve & Surplus."
Bangas Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=BANGAS,BANGAS,14257,N/A,127.70,N/A,127.70,3:10 PM,127.70 - 127.70,0,0.00%,0.00,109.40 - 161.80,127.70,7.00,127.70,2,127.70,973.667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,76.25,Equity,10.0,1,"7,624,643",Food & Allied,"South Avenue Tower (6th Floor), House # 50, Road # 03, Gulshan- 1, Dhaka-1212.",N/A,N/A,N/A,"88-02-222260264, 88-02-222260458, 88-02-222262803",88-02-222262803,companysecretary.btg@gmail.com,http://www.bangas.com.bd,Md. Shahjahan,01726128969,"88-02-222262803, 88-02-222260264, 88-02-222260458",companysecretary.btg@gmail.com,1984,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.99,0.00,5.96,0.10,62.95,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.99,0.00,5.70,0.00,63.30,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.99,0.00,5.70,0.00,63.31,"TK 68,104,105 Revaluation Reserve has been added Reserve & Surplus."
Bank Asia Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=BANKASIA,BANKASIA,11127,N/A,20.20,N/A,20.20,3:10 PM,20.20 - 20.20,0,0.00%,0.04,17.80 - 22.00,20.20,"2,050.00",20.20,2,20.20,"23,551.319",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,000.00",N/A,"11,659.10",Equity,10.0,1,"1,165,906,860",Bank,"Bank Asia Tower 32 & 34 Kazi Nazrul Islam AvenuernKawran Bazar, Dhaka-1215",N/A,N/A,N/A,"880-9617-001100 Ext: 001213,001215, 01711198680",880-2-55013976,monzur.morshed@bankasia-bd.com,http://www.bankasia-bd.com,S.M.Anisuzzaman,01713-108866,880-9617-001100 Ext-001201,s.anisuzzaman@bankasia-bd.com,2004,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",53.36,0.00,32.90,0.21,13.33,"Share Holding Percentage
                    [as on Sep 30, 2022]",53.29,0.00,35.68,0.21,10.82,"Share Holding Percentage
                    [as on Oct 31, 2022]",53.36,0.00,35.57,0.21,10.86,"1. TK 2,159,144,877 Revaluation Reserve has been added to Reserve & Surplus."
Baraka Power Limited,N/A,https://www.dsebd.org/displayCompany.php?name=BARKAPOWER,BARKAPOWER,15313,N/A,21.30,N/A,21.30,3:10 PM,21.30 - 21.30,0,0.00%,0.13,20.70 - 26.90,21.30,"6,210.00",21.30,6,21.30,"5,015.419",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,000.00",N/A,"2,354.66",Equity,10.0,1,"235,465,661",Fuel & Power,"6/A/1 (1st & 2nd Floor), Segun bagicha, Dhaka-1000","Fenchuganj, Sylhet",N/A,N/A,"+88-02-223352305, 223357074",+88-02-223383117,sharedept@barakapower.com,http://www.barakapower.com,Md. Saiful Islam Chowdhury,+88 01730 700 857,"+88-02-223352305, 223357074 (Ext. 121)",cs@barakapower.com,2011,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",31.04,0.00,28.00,0.00,40.96,"Share Holding Percentage
                    [as on Sep 30, 2022]",31.87,0.00,27.59,0.00,40.54,"Share Holding Percentage
                    [as on Oct 31, 2022]",31.87,0.00,27.21,0.00,40.92,N/A
